# Assembly name:  EquCab3.0
# Organism name:  Equus caballus (horse)
# Infraspecific name:  breed=thoroughbred
# Isolate:  Twilight
# Sex:  female
# Taxid:          9796
# BioSample:      SAMN02953672
# BioProject:     PRJNA421018
# Submitter:      University of Louisville
# Date:           2018-01-05
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    PJAA01
# Assembly method: Celera Assembler v. 2017; HiRise v. 2017
# Expected final version: yes
# Genome coverage: 88.0x
# Sequencing technology: Sanger; Illumina HiSeq; PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_002863925.1
# RefSeq assembly accession: GCF_002863925.1
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002863935.1	GCF_002863935.1	Primary Assembly
## 	GCF_000215765.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
Contig4904	unplaced-scaffold	na	na	PJAA01000966.1	=	NW_019643480.1	Primary Assembly	35559	na
Contig4905	unplaced-scaffold	na	na	PJAA01000967.1	=	NW_019643481.1	Primary Assembly	3051	na
Contig4906	unplaced-scaffold	na	na	PJAA01000968.1	=	NW_019643482.1	Primary Assembly	86676	na
Contig4907	unplaced-scaffold	na	na	PJAA01000969.1	=	NW_019643483.1	Primary Assembly	16980	na
Contig4911	unplaced-scaffold	na	na	PJAA01000970.1	=	NW_019643484.1	Primary Assembly	51690	na
Contig4912	unplaced-scaffold	na	na	PJAA01000971.1	=	NW_019643485.1	Primary Assembly	46596	na
Contig4913	unplaced-scaffold	na	na	PJAA01000972.1	=	NW_019643486.1	Primary Assembly	98484	na
Contig4914	unplaced-scaffold	na	na	PJAA01000973.1	=	NW_019643487.1	Primary Assembly	82561	na
Contig4915	unplaced-scaffold	na	na	PJAA01000974.1	=	NW_019643488.1	Primary Assembly	19106	na
Contig4920	unplaced-scaffold	na	na	PJAA01000975.1	=	NW_019643491.1	Primary Assembly	57274	na
Contig4927	unplaced-scaffold	na	na	PJAA01000976.1	=	NW_019643495.1	Primary Assembly	26144	na
Contig4928	unplaced-scaffold	na	na	PJAA01000977.1	=	NW_019643496.1	Primary Assembly	50833	na
Contig4929	unplaced-scaffold	na	na	PJAA01000978.1	=	NW_019643498.1	Primary Assembly	80456	na
Contig4930	unplaced-scaffold	na	na	PJAA01000979.1	=	NW_019643499.1	Primary Assembly	23036	na
Contig4931	unplaced-scaffold	na	na	PJAA01000980.1	=	NW_019643501.1	Primary Assembly	7507	na
Contig4933	unplaced-scaffold	na	na	PJAA01000981.1	=	NW_019643503.1	Primary Assembly	161368	na
Contig4934	unplaced-scaffold	na	na	PJAA01000982.1	=	NW_019643504.1	Primary Assembly	31094	na
Contig4935	unplaced-scaffold	na	na	PJAA01000983.1	=	NW_019643505.1	Primary Assembly	5016	na
Contig4940	unplaced-scaffold	na	na	PJAA01000984.1	=	NW_019643507.1	Primary Assembly	23484	na
Contig4941	unplaced-scaffold	na	na	PJAA01000985.1	=	NW_019643508.1	Primary Assembly	24800	na
Contig4942	unplaced-scaffold	na	na	PJAA01000986.1	=	NW_019643509.1	Primary Assembly	35385	na
Contig4943	unplaced-scaffold	na	na	PJAA01000987.1	=	NW_019643511.1	Primary Assembly	98412	na
Contig4944	unplaced-scaffold	na	na	PJAA01000988.1	=	NW_019643512.1	Primary Assembly	101072	na
Contig4945	unplaced-scaffold	na	na	PJAA01000989.1	=	NW_019643513.1	Primary Assembly	23875	na
Contig4946	unplaced-scaffold	na	na	PJAA01000990.1	=	NW_019643514.1	Primary Assembly	35010	na
Contig4947	unplaced-scaffold	na	na	PJAA01000991.1	=	NW_019643516.1	Primary Assembly	29248	na
Contig4948	unplaced-scaffold	na	na	PJAA01000992.1	=	NW_019643517.1	Primary Assembly	41964	na
Contig4949	unplaced-scaffold	na	na	PJAA01000993.1	=	NW_019643518.1	Primary Assembly	20176	na
Contig4950	unplaced-scaffold	na	na	PJAA01000994.1	=	NW_019643521.1	Primary Assembly	16852	na
Contig4951	unplaced-scaffold	na	na	PJAA01000995.1	=	NW_019643522.1	Primary Assembly	15721	na
Contig4952	unplaced-scaffold	na	na	PJAA01000996.1	=	NW_019643523.1	Primary Assembly	17917	na
Contig4953	unplaced-scaffold	na	na	PJAA01000997.1	=	NW_019643524.1	Primary Assembly	21376	na
Contig4954	unplaced-scaffold	na	na	PJAA01000998.1	=	NW_019643525.1	Primary Assembly	188929	na
Contig4955	unplaced-scaffold	na	na	PJAA01000999.1	=	NW_019643526.1	Primary Assembly	61671	na
Contig4956	unplaced-scaffold	na	na	PJAA01001000.1	=	NW_019643527.1	Primary Assembly	26113	na
Contig4957	unplaced-scaffold	na	na	PJAA01001001.1	=	NW_019643528.1	Primary Assembly	4027	na
Contig4961	unplaced-scaffold	na	na	PJAA01001002.1	=	NW_019643529.1	Primary Assembly	25976	na
Contig4962	unplaced-scaffold	na	na	PJAA01001003.1	=	NW_019643530.1	Primary Assembly	17778	na
Contig4963	unplaced-scaffold	na	na	PJAA01001004.1	=	NW_019643531.1	Primary Assembly	18439	na
Contig4964	unplaced-scaffold	na	na	PJAA01001005.1	=	NW_019643532.1	Primary Assembly	10847	na
Contig4965	unplaced-scaffold	na	na	PJAA01001006.1	=	NW_019643533.1	Primary Assembly	10335	na
Contig4966	unplaced-scaffold	na	na	PJAA01001007.1	=	NW_019643536.1	Primary Assembly	17814	na
Contig4967	unplaced-scaffold	na	na	PJAA01001008.1	=	NW_019643537.1	Primary Assembly	19377	na
Contig4968	unplaced-scaffold	na	na	PJAA01001009.1	=	NW_019643539.1	Primary Assembly	159259	na
Contig4969	unplaced-scaffold	na	na	PJAA01001010.1	=	NW_019643540.1	Primary Assembly	19765	na
Contig4970	unplaced-scaffold	na	na	PJAA01001011.1	=	NW_019643542.1	Primary Assembly	61223	na
Contig4972	unplaced-scaffold	na	na	PJAA01001012.1	=	NW_019643544.1	Primary Assembly	86780	na
Contig4973	unplaced-scaffold	na	na	PJAA01001013.1	=	NW_019643546.1	Primary Assembly	181924	na
Contig4974	unplaced-scaffold	na	na	PJAA01001014.1	=	NW_019643547.1	Primary Assembly	34710	na
Contig4975	unplaced-scaffold	na	na	PJAA01001015.1	=	NW_019643548.1	Primary Assembly	31444	na
Contig4976	unplaced-scaffold	na	na	PJAA01001016.1	=	NW_019643550.1	Primary Assembly	50151	na
Contig4977	unplaced-scaffold	na	na	PJAA01001017.1	=	NW_019643551.1	Primary Assembly	19936	na
Contig4978	unplaced-scaffold	na	na	PJAA01001018.1	=	NW_019643552.1	Primary Assembly	18182	na
Contig4979	unplaced-scaffold	na	na	PJAA01001019.1	=	NW_019643553.1	Primary Assembly	22168	na
Contig4980	unplaced-scaffold	na	na	PJAA01001020.1	=	NW_019643554.1	Primary Assembly	17516	na
Contig4981	unplaced-scaffold	na	na	PJAA01001021.1	=	NW_019643555.1	Primary Assembly	128406	na
Contig4982	unplaced-scaffold	na	na	PJAA01001022.1	=	NW_019643557.1	Primary Assembly	21323	na
Contig4983	unplaced-scaffold	na	na	PJAA01001023.1	=	NW_019643559.1	Primary Assembly	25145	na
Contig4984	unplaced-scaffold	na	na	PJAA01001024.1	=	NW_019643560.1	Primary Assembly	19217	na
Contig4985	unplaced-scaffold	na	na	PJAA01001025.1	=	NW_019643561.1	Primary Assembly	33071	na
Contig4987	unplaced-scaffold	na	na	PJAA01001026.1	=	NW_019643564.1	Primary Assembly	27978	na
Contig4988	unplaced-scaffold	na	na	PJAA01001027.1	=	NW_019643565.1	Primary Assembly	26686	na
Contig4989	unplaced-scaffold	na	na	PJAA01001028.1	=	NW_019643566.1	Primary Assembly	22209	na
Contig4990	unplaced-scaffold	na	na	PJAA01001029.1	=	NW_019643568.1	Primary Assembly	24759	na
Contig4991	unplaced-scaffold	na	na	PJAA01001030.1	=	NW_019643569.1	Primary Assembly	165942	na
Contig4992	unplaced-scaffold	na	na	PJAA01001031.1	=	NW_019643570.1	Primary Assembly	7866	na
Contig4995	unplaced-scaffold	na	na	PJAA01001032.1	=	NW_019643571.1	Primary Assembly	303428	na
Contig4996	unplaced-scaffold	na	na	PJAA01001033.1	=	NW_019643572.1	Primary Assembly	18012	na
Contig4997	unplaced-scaffold	na	na	PJAA01001034.1	=	NW_019643573.1	Primary Assembly	15719	na
Contig4998	unplaced-scaffold	na	na	PJAA01001035.1	=	NW_019643574.1	Primary Assembly	20245	na
Contig4999	unplaced-scaffold	na	na	PJAA01001036.1	=	NW_019643575.1	Primary Assembly	13808	na
Contig5000	unplaced-scaffold	na	na	PJAA01001037.1	=	NW_019643578.1	Primary Assembly	14006	na
Contig5001	unplaced-scaffold	na	na	PJAA01001038.1	=	NW_019643579.1	Primary Assembly	88290	na
Contig5002	unplaced-scaffold	na	na	PJAA01001039.1	=	NW_019643580.1	Primary Assembly	22724	na
Contig5003	unplaced-scaffold	na	na	PJAA01001040.1	=	NW_019643581.1	Primary Assembly	13953	na
Contig5004	unplaced-scaffold	na	na	PJAA01001041.1	=	NW_019643582.1	Primary Assembly	620385	na
Contig5005	unplaced-scaffold	na	na	PJAA01001042.1	=	NW_019643583.1	Primary Assembly	10386	na
Contig5008	unplaced-scaffold	na	na	PJAA01001043.1	=	NW_019643584.1	Primary Assembly	17408	na
Contig5009	unplaced-scaffold	na	na	PJAA01001044.1	=	NW_019643586.1	Primary Assembly	275990	na
Contig5010	unplaced-scaffold	na	na	PJAA01001045.1	=	NW_019643588.1	Primary Assembly	7540	na
Contig5012	unplaced-scaffold	na	na	PJAA01001046.1	=	NW_019643590.1	Primary Assembly	18317	na
Contig5013	unplaced-scaffold	na	na	PJAA01001047.1	=	NW_019643593.1	Primary Assembly	17338	na
Contig5014	unplaced-scaffold	na	na	PJAA01001048.1	=	NW_019643594.1	Primary Assembly	23559	na
Contig5015	unplaced-scaffold	na	na	PJAA01001049.1	=	NW_019643595.1	Primary Assembly	13851	na
Contig5016	unplaced-scaffold	na	na	PJAA01001050.1	=	NW_019643596.1	Primary Assembly	44878	na
Contig5017	unplaced-scaffold	na	na	PJAA01001051.1	=	NW_019643598.1	Primary Assembly	13851	na
Contig5018	unplaced-scaffold	na	na	PJAA01001052.1	=	NW_019643599.1	Primary Assembly	26564	na
Contig5019	unplaced-scaffold	na	na	PJAA01001053.1	=	NW_019643600.1	Primary Assembly	30195	na
Contig5020	unplaced-scaffold	na	na	PJAA01001054.1	=	NW_019643601.1	Primary Assembly	20721	na
Contig5021	unplaced-scaffold	na	na	PJAA01001055.1	=	NW_019643602.1	Primary Assembly	83440	na
Contig5022	unplaced-scaffold	na	na	PJAA01001056.1	=	NW_019643604.1	Primary Assembly	15806	na
Contig5023	unplaced-scaffold	na	na	PJAA01001057.1	=	NW_019643605.1	Primary Assembly	22512	na
Contig5024	unplaced-scaffold	na	na	PJAA01001058.1	=	NW_019643606.1	Primary Assembly	17233	na
Contig5025	unplaced-scaffold	na	na	PJAA01001059.1	=	NW_019643607.1	Primary Assembly	14385	na
Contig5026	unplaced-scaffold	na	na	PJAA01001060.1	=	NW_019643608.1	Primary Assembly	14836	na
Contig5031	unplaced-scaffold	na	na	PJAA01001061.1	=	NW_019643612.1	Primary Assembly	15018	na
Contig5032	unplaced-scaffold	na	na	PJAA01001062.1	=	NW_019643613.1	Primary Assembly	15216	na
Contig5033	unplaced-scaffold	na	na	PJAA01001063.1	=	NW_019643614.1	Primary Assembly	21089	na
Contig5034	unplaced-scaffold	na	na	PJAA01001064.1	=	NW_019643615.1	Primary Assembly	9652	na
Contig5036	unplaced-scaffold	na	na	PJAA01001065.1	=	NW_019643616.1	Primary Assembly	16600	na
Contig5037	unplaced-scaffold	na	na	PJAA01001066.1	=	NW_019643617.1	Primary Assembly	12409	na
Contig5038	unplaced-scaffold	na	na	PJAA01001067.1	=	NW_019643618.1	Primary Assembly	9859	na
Contig5041	unplaced-scaffold	na	na	PJAA01001068.1	=	NW_019643619.1	Primary Assembly	16443	na
Contig5042	unplaced-scaffold	na	na	PJAA01001069.1	=	NW_019643621.1	Primary Assembly	14827	na
Contig5043	unplaced-scaffold	na	na	PJAA01001070.1	=	NW_019643623.1	Primary Assembly	25163	na
Contig5044	unplaced-scaffold	na	na	PJAA01001071.1	=	NW_019643624.1	Primary Assembly	14681	na
Contig5045	unplaced-scaffold	na	na	PJAA01001072.1	=	NW_019643625.1	Primary Assembly	271662	na
Contig5046	unplaced-scaffold	na	na	PJAA01001073.1	=	NW_019643626.1	Primary Assembly	63436	na
Contig5047	unplaced-scaffold	na	na	PJAA01001074.1	=	NW_019643627.1	Primary Assembly	16202	na
Contig5048	unplaced-scaffold	na	na	PJAA01001075.1	=	NW_019643628.1	Primary Assembly	14204	na
Contig5049	unplaced-scaffold	na	na	PJAA01001076.1	=	NW_019643629.1	Primary Assembly	61024	na
Contig5050	unplaced-scaffold	na	na	PJAA01001077.1	=	NW_019643630.1	Primary Assembly	14271	na
Contig5051	unplaced-scaffold	na	na	PJAA01001078.1	=	NW_019643631.1	Primary Assembly	13463	na
Contig5052	unplaced-scaffold	na	na	PJAA01001079.1	=	NW_019643632.1	Primary Assembly	39672	na
Contig5053	unplaced-scaffold	na	na	PJAA01001080.1	=	NW_019643633.1	Primary Assembly	17991	na
Contig5054	unplaced-scaffold	na	na	PJAA01001081.1	=	NW_019643634.1	Primary Assembly	16870	na
Contig5055	unplaced-scaffold	na	na	PJAA01001082.1	=	NW_019643635.1	Primary Assembly	21765	na
Contig5056	unplaced-scaffold	na	na	PJAA01001083.1	=	NW_019643636.1	Primary Assembly	13762	na
Contig5057	unplaced-scaffold	na	na	PJAA01001084.1	=	NW_019643637.1	Primary Assembly	14349	na
Contig5058	unplaced-scaffold	na	na	PJAA01001085.1	=	NW_019643638.1	Primary Assembly	18643	na
Contig5059	unplaced-scaffold	na	na	PJAA01001086.1	=	NW_019643639.1	Primary Assembly	16261	na
Contig5060	unplaced-scaffold	na	na	PJAA01001087.1	=	NW_019643640.1	Primary Assembly	14873	na
Contig5061	unplaced-scaffold	na	na	PJAA01001088.1	=	NW_019643641.1	Primary Assembly	13257	na
Contig5062	unplaced-scaffold	na	na	PJAA01001089.1	=	NW_019643642.1	Primary Assembly	45426	na
Contig5063	unplaced-scaffold	na	na	PJAA01001090.1	=	NW_019643644.1	Primary Assembly	19666	na
Contig5064	unplaced-scaffold	na	na	PJAA01001091.1	=	NW_019643646.1	Primary Assembly	15842	na
Contig5065	unplaced-scaffold	na	na	PJAA01001092.1	=	NW_019643647.1	Primary Assembly	23073	na
Contig5066	unplaced-scaffold	na	na	PJAA01001093.1	=	NW_019643648.1	Primary Assembly	13913	na
Contig5067	unplaced-scaffold	na	na	PJAA01001094.1	=	NW_019643649.1	Primary Assembly	25648	na
Contig5068	unplaced-scaffold	na	na	PJAA01001095.1	=	NW_019643650.1	Primary Assembly	15083	na
Contig5069	unplaced-scaffold	na	na	PJAA01001096.1	=	NW_019643652.1	Primary Assembly	14784	na
Contig5070	unplaced-scaffold	na	na	PJAA01001097.1	=	NW_019643653.1	Primary Assembly	25083	na
Contig5071	unplaced-scaffold	na	na	PJAA01001098.1	=	NW_019643654.1	Primary Assembly	18065	na
Contig5072	unplaced-scaffold	na	na	PJAA01001099.1	=	NW_019643655.1	Primary Assembly	13280	na
Contig5073	unplaced-scaffold	na	na	PJAA01001100.1	=	NW_019643656.1	Primary Assembly	11311	na
Contig5074	unplaced-scaffold	na	na	PJAA01001101.1	=	NW_019643657.1	Primary Assembly	18886	na
Contig5075	unplaced-scaffold	na	na	PJAA01001102.1	=	NW_019643658.1	Primary Assembly	3963	na
Contig5082	unplaced-scaffold	na	na	PJAA01001103.1	=	NW_019643661.1	Primary Assembly	62043	na
Contig5083	unplaced-scaffold	na	na	PJAA01001104.1	=	NW_019643662.1	Primary Assembly	7008	na
Contig5085	unplaced-scaffold	na	na	PJAA01001105.1	=	NW_019643664.1	Primary Assembly	20885	na
Contig5086	unplaced-scaffold	na	na	PJAA01001106.1	=	NW_019643665.1	Primary Assembly	20114	na
Contig5087	unplaced-scaffold	na	na	PJAA01001107.1	=	NW_019643667.1	Primary Assembly	13977	na
Contig5088	unplaced-scaffold	na	na	PJAA01001108.1	=	NW_019643668.1	Primary Assembly	17554	na
Contig5089	unplaced-scaffold	na	na	PJAA01001109.1	=	NW_019643669.1	Primary Assembly	14463	na
Contig5090	unplaced-scaffold	na	na	PJAA01001110.1	=	NW_019643670.1	Primary Assembly	13335	na
Contig5091	unplaced-scaffold	na	na	PJAA01001111.1	=	NW_019643671.1	Primary Assembly	15237	na
Contig5092	unplaced-scaffold	na	na	PJAA01001112.1	=	NW_019643672.1	Primary Assembly	16805	na
Contig5093	unplaced-scaffold	na	na	PJAA01001113.1	=	NW_019643673.1	Primary Assembly	16941	na
Contig5094	unplaced-scaffold	na	na	PJAA01001114.1	=	NW_019643674.1	Primary Assembly	10136	na
Contig5096	unplaced-scaffold	na	na	PJAA01001115.1	=	NW_019643675.1	Primary Assembly	5306	na
Contig5098	unplaced-scaffold	na	na	PJAA01001116.1	=	NW_019643676.1	Primary Assembly	3048	na
Contig5099	unplaced-scaffold	na	na	PJAA01001117.1	=	NW_019643677.1	Primary Assembly	105093	na
Contig5100	unplaced-scaffold	na	na	PJAA01001118.1	=	NW_019643679.1	Primary Assembly	15317	na
Contig5101	unplaced-scaffold	na	na	PJAA01001119.1	=	NW_019643680.1	Primary Assembly	16712	na
Contig5102	unplaced-scaffold	na	na	PJAA01001120.1	=	NW_019643681.1	Primary Assembly	3995	na
Contig5106	unplaced-scaffold	na	na	PJAA01001121.1	=	NW_019643682.1	Primary Assembly	15843	na
Contig5107	unplaced-scaffold	na	na	PJAA01001122.1	=	NW_019643684.1	Primary Assembly	22517	na
Contig5108	unplaced-scaffold	na	na	PJAA01001123.1	=	NW_019643687.1	Primary Assembly	13967	na
Contig5109	unplaced-scaffold	na	na	PJAA01001124.1	=	NW_019643688.1	Primary Assembly	806182	na
Contig5110	unplaced-scaffold	na	na	PJAA01001125.1	=	NW_019643690.1	Primary Assembly	43571	na
Contig5111	unplaced-scaffold	na	na	PJAA01001126.1	=	NW_019643692.1	Primary Assembly	21593	na
Contig5112	unplaced-scaffold	na	na	PJAA01001127.1	=	NW_019643693.1	Primary Assembly	13335	na
Contig5113	unplaced-scaffold	na	na	PJAA01001128.1	=	NW_019643694.1	Primary Assembly	10630	na
Contig5114	unplaced-scaffold	na	na	PJAA01001129.1	=	NW_019643695.1	Primary Assembly	10231	na
Contig5115	unplaced-scaffold	na	na	PJAA01001130.1	=	NW_019643696.1	Primary Assembly	9869	na
Contig5116	unplaced-scaffold	na	na	PJAA01001131.1	=	NW_019643697.1	Primary Assembly	7506	na
Contig5117	unplaced-scaffold	na	na	PJAA01001132.1	=	NW_019643698.1	Primary Assembly	58362	na
Contig5118	unplaced-scaffold	na	na	PJAA01001133.1	=	NW_019643699.1	Primary Assembly	9978	na
Contig5119	unplaced-scaffold	na	na	PJAA01001134.1	=	NW_019643700.1	Primary Assembly	5405	na
Contig5121	unplaced-scaffold	na	na	PJAA01001135.1	=	NW_019643701.1	Primary Assembly	10047	na
Contig5122	unplaced-scaffold	na	na	PJAA01001136.1	=	NW_019643703.1	Primary Assembly	9353	na
Contig5123	unplaced-scaffold	na	na	PJAA01001137.1	=	NW_019643704.1	Primary Assembly	10768	na
Contig5124	unplaced-scaffold	na	na	PJAA01001138.1	=	NW_019643705.1	Primary Assembly	9664	na
Contig5125	unplaced-scaffold	na	na	PJAA01001139.1	=	NW_019643706.1	Primary Assembly	15352	na
Contig5126	unplaced-scaffold	na	na	PJAA01001140.1	=	NW_019643707.1	Primary Assembly	13480	na
Contig5127	unplaced-scaffold	na	na	PJAA01001141.1	=	NW_019643709.1	Primary Assembly	9265	na
Contig5128	unplaced-scaffold	na	na	PJAA01001142.1	=	NW_019643711.1	Primary Assembly	14263	na
Contig5129	unplaced-scaffold	na	na	PJAA01001143.1	=	NW_019643713.1	Primary Assembly	10273	na
Contig5130	unplaced-scaffold	na	na	PJAA01001144.1	=	NW_019643714.1	Primary Assembly	10254	na
Contig5131	unplaced-scaffold	na	na	PJAA01001145.1	=	NW_019643715.1	Primary Assembly	9736	na
Contig5132	unplaced-scaffold	na	na	PJAA01001146.1	=	NW_019643716.1	Primary Assembly	11532	na
Contig5133	unplaced-scaffold	na	na	PJAA01001147.1	=	NW_019643717.1	Primary Assembly	10396	na
Contig5134	unplaced-scaffold	na	na	PJAA01001148.1	=	NW_019643718.1	Primary Assembly	3891	na
Contig5136	unplaced-scaffold	na	na	PJAA01001149.1	=	NW_019643719.1	Primary Assembly	10654	na
Contig5137	unplaced-scaffold	na	na	PJAA01001150.1	=	NW_019643720.1	Primary Assembly	10167	na
Contig5138	unplaced-scaffold	na	na	PJAA01001151.1	=	NW_019643721.1	Primary Assembly	10485	na
Contig5139	unplaced-scaffold	na	na	PJAA01001152.1	=	NW_019643722.1	Primary Assembly	9588	na
Contig5140	unplaced-scaffold	na	na	PJAA01001153.1	=	NW_019643723.1	Primary Assembly	5952	na
Contig5142	unplaced-scaffold	na	na	PJAA01001154.1	=	NW_019643725.1	Primary Assembly	19648	na
Contig5146	unplaced-scaffold	na	na	PJAA01001155.1	=	NW_019643726.1	Primary Assembly	15220	na
Contig5147	unplaced-scaffold	na	na	PJAA01001156.1	=	NW_019643727.1	Primary Assembly	10943	na
Contig5148	unplaced-scaffold	na	na	PJAA01001157.1	=	NW_019643728.1	Primary Assembly	9461	na
Contig5149	unplaced-scaffold	na	na	PJAA01001158.1	=	NW_019643729.1	Primary Assembly	5007	na
Contig5150	unplaced-scaffold	na	na	PJAA01001159.1	=	NW_019643730.1	Primary Assembly	10249	na
Contig5151	unplaced-scaffold	na	na	PJAA01001160.1	=	NW_019643731.1	Primary Assembly	10606	na
Contig5152	unplaced-scaffold	na	na	PJAA01001161.1	=	NW_019643732.1	Primary Assembly	7137	na
Contig5154	unplaced-scaffold	na	na	PJAA01001162.1	=	NW_019643734.1	Primary Assembly	16232	na
Contig5155	unplaced-scaffold	na	na	PJAA01001163.1	=	NW_019643735.1	Primary Assembly	14966	na
Contig5156	unplaced-scaffold	na	na	PJAA01001164.1	=	NW_019643737.1	Primary Assembly	20479	na
Contig5157	unplaced-scaffold	na	na	PJAA01001165.1	=	NW_019643738.1	Primary Assembly	9506	na
Contig5158	unplaced-scaffold	na	na	PJAA01001166.1	=	NW_019643741.1	Primary Assembly	9958	na
Contig5159	unplaced-scaffold	na	na	PJAA01001167.1	=	NW_019643742.1	Primary Assembly	9914	na
Contig5160	unplaced-scaffold	na	na	PJAA01001168.1	=	NW_019643743.1	Primary Assembly	9157	na
Contig5161	unplaced-scaffold	na	na	PJAA01001169.1	=	NW_019643744.1	Primary Assembly	12601	na
Contig5162	unplaced-scaffold	na	na	PJAA01001170.1	=	NW_019643745.1	Primary Assembly	13225	na
Contig5163	unplaced-scaffold	na	na	PJAA01001171.1	=	NW_019643746.1	Primary Assembly	11228	na
Contig5164	unplaced-scaffold	na	na	PJAA01001172.1	=	NW_019643747.1	Primary Assembly	9807	na
Contig5165	unplaced-scaffold	na	na	PJAA01001173.1	=	NW_019643748.1	Primary Assembly	9891	na
Contig5166	unplaced-scaffold	na	na	PJAA01001174.1	=	NW_019643749.1	Primary Assembly	10783	na
Contig5167	unplaced-scaffold	na	na	PJAA01001175.1	=	NW_019643750.1	Primary Assembly	21718	na
Contig5168	unplaced-scaffold	na	na	PJAA01001176.1	=	NW_019643751.1	Primary Assembly	14615	na
Contig5169	unplaced-scaffold	na	na	PJAA01001177.1	=	NW_019643752.1	Primary Assembly	10606	na
Contig5170	unplaced-scaffold	na	na	PJAA01001178.1	=	NW_019643755.1	Primary Assembly	16066	na
Contig5171	unplaced-scaffold	na	na	PJAA01001179.1	=	NW_019643756.1	Primary Assembly	8667	na
Contig5173	unplaced-scaffold	na	na	PJAA01001180.1	=	NW_019643757.1	Primary Assembly	86052	na
Contig5174	unplaced-scaffold	na	na	PJAA01001181.1	=	NW_019643758.1	Primary Assembly	9508	na
Contig5175	unplaced-scaffold	na	na	PJAA01001182.1	=	NW_019643760.1	Primary Assembly	9277	na
Contig5176	unplaced-scaffold	na	na	PJAA01001183.1	=	NW_019643761.1	Primary Assembly	16082	na
Contig5177	unplaced-scaffold	na	na	PJAA01001184.1	=	NW_019643763.1	Primary Assembly	30011	na
Contig5178	unplaced-scaffold	na	na	PJAA01001185.1	=	NW_019643764.1	Primary Assembly	11127	na
Contig5179	unplaced-scaffold	na	na	PJAA01001186.1	=	NW_019643766.1	Primary Assembly	8702	na
Contig5180	unplaced-scaffold	na	na	PJAA01001187.1	=	NW_019643768.1	Primary Assembly	10314	na
Contig5181	unplaced-scaffold	na	na	PJAA01001188.1	=	NW_019643769.1	Primary Assembly	10016	na
Contig5182	unplaced-scaffold	na	na	PJAA01001189.1	=	NW_019643772.1	Primary Assembly	4897	na
Contig5184	unplaced-scaffold	na	na	PJAA01001190.1	=	NW_019643773.1	Primary Assembly	10519	na
Contig5185	unplaced-scaffold	na	na	PJAA01001191.1	=	NW_019643775.1	Primary Assembly	10424	na
Contig5186	unplaced-scaffold	na	na	PJAA01001192.1	=	NW_019643776.1	Primary Assembly	9995	na
Contig5187	unplaced-scaffold	na	na	PJAA01001193.1	=	NW_019643777.1	Primary Assembly	11710	na
Contig5188	unplaced-scaffold	na	na	PJAA01001194.1	=	NW_019643778.1	Primary Assembly	57849	na
Contig5192	unplaced-scaffold	na	na	PJAA01001195.1	=	NW_019643779.1	Primary Assembly	9849	na
Contig5193	unplaced-scaffold	na	na	PJAA01001196.1	=	NW_019643780.1	Primary Assembly	8970	na
Contig5194	unplaced-scaffold	na	na	PJAA01001197.1	=	NW_019643781.1	Primary Assembly	11772	na
Contig5195	unplaced-scaffold	na	na	PJAA01001198.1	=	NW_019643782.1	Primary Assembly	14127	na
Contig5196	unplaced-scaffold	na	na	PJAA01001199.1	=	NW_019643783.1	Primary Assembly	9498	na
